"","ICU_06","ICU_25","ICU_26","ICU_27","NON_07","NON_19","NON_20","NON_22","NON_23","NON_26","NON_28","ENSGID","SYMBOL"
"ENSG00000261183",714,369,359,622,881,1732,685,1062,1192,2650,1056,"ENSG00000261183","RP11-532F12.5"
"ENSG00000261186",42,9,6,8,24,10,26,66,16,31,46,"ENSG00000261186","RP11-341N2.1"
"ENSG00000261187",84,42,10,26,86,33,65,92,67,39,22,"ENSG00000261187","RP11-1007O24.2"
"ENSG00000261188",566,155,108,533,1232,1170,2225,2656,1676,1399,1837,"ENSG00000261188","CTA-445C9.14"
"ENSG00000261189",73,72,38,80,90,209,92,170,155,427,83,"ENSG00000261189","RP3-512B11.3"
"ENSG00000261202",0,0,0,4,14,15,1,18,9,0,12,"ENSG00000261202","RP3-496C20.1"
"ENSG00000261210",17,19,0,19,37,20,32,42,44,63,17,"ENSG00000261210","CLEC19A"
"ENSG00000261211",153,16,24,52,95,72,170,231,96,72,214,"ENSG00000261211","RP1-80N2.3"
"ENSG00000261218",41,7,24,44,3,16,3,11,0,14,5,"ENSG00000261218","RP11-960L18.1"
"ENSG00000261220",66,36,111,34,19,55,28,66,36,22,15,"ENSG00000261220","RP11-629O1.2"
"ENSG00000261221",271,193,314,420,340,445,225,457,312,577,409,"ENSG00000261221","ZNF865"
"ENSG00000261235",133,44,31,10,244,380,62,208,145,402,129,"ENSG00000261235","RP11-510J16.5"
"ENSG00000261236",832,601,344,909,631,728,423,941,725,927,526,"ENSG00000261236","BOP1"
"ENSG00000261251",38,7,2,21,30,17,49,51,29,15,19,"ENSG00000261251","RP3-388M5.9"
"ENSG00000261267",31,15,49,104,0,11,6,10,1,9,2,"ENSG00000261267","RP11-44I10.3"
"ENSG00000261268",16,55,21,31,11,0,0,4,7,9,0,"ENSG00000261268","RP11-308D13.3"
"ENSG00000261272",2,812,131,364,61,12,0,1,34,120,0,"ENSG00000261272","MUC22"
"ENSG00000261278",7,16,1,11,18,6,10,28,10,13,3,"ENSG00000261278","RP11-430C1.2"
"ENSG00000261286",17,3,24,26,19,37,42,81,31,48,73,"ENSG00000261286","RP11-517C16.2"
"ENSG00000261305",2,7,2,9,14,9,10,14,23,22,13,"ENSG00000261305","RP4-584D14.7"
"ENSG00000261324",867,430,263,588,617,516,966,1850,1184,467,561,"ENSG00000261324","RP11-174G6.5"
"ENSG00000261326",1336,278,72,295,981,240,562,1357,1131,395,1480,"ENSG00000261326","LINC01355"
"ENSG00000261335",18,5,0,11,26,12,37,32,37,19,18,"ENSG00000261335","RP11-318A15.2"
"ENSG00000261338",180,74,66,145,143,134,76,111,151,191,178,"ENSG00000261338","RP11-378A13.1"
"ENSG00000261351",111,69,86,73,136,148,192,252,272,265,172,"ENSG00000261351","CTD-3185P2.1"
"ENSG00000261360",78,33,0,40,74,46,104,121,150,78,21,"ENSG00000261360","CTD-2165H16.4"
"ENSG00000261366",38,2,0,16,61,17,109,71,56,19,84,"ENSG00000261366","MANEA-AS1"
"ENSG00000261371",403,1338,9262,11010,282,885,149,422,391,183,116,"ENSG00000261371","PECAM1"
"ENSG00000261373",65,56,102,244,29,52,18,32,19,41,28,"ENSG00000261373","VPS9D1-AS1"
"ENSG00000261377",13,19,8,6,8,4,7,21,11,28,11,"ENSG00000261377","PDCD6IPP2"
"ENSG00000261386",10,4,0,5,33,39,22,52,30,21,14,"ENSG00000261386","CTD-2012K14.6"
"ENSG00000261390",34,3,9,6,40,49,54,67,88,62,131,"ENSG00000261390","MAFTRR"
"ENSG00000261399",5,0,0,4,8,14,7,21,17,28,22,"ENSG00000261399","LA16c-329F2.1"
"ENSG00000261404",6,7,3,10,4,6,12,31,23,29,21,"ENSG00000261404","AC009120.4"
"ENSG00000261408",26,13,11,23,13,15,6,23,8,13,14,"ENSG00000261408","TEN1-CDK3"
"ENSG00000261420",3,4,3,3,3,7,14,23,16,19,8,"ENSG00000261420","RP1-168L15.5"
"ENSG00000261423",30,30,51,18,42,30,42,48,46,52,20,"ENSG00000261423","RP11-1007O24.3"
"ENSG00000261431",10,2,3,18,7,14,33,32,23,36,24,"ENSG00000261431","RP4-616B8.4"
"ENSG00000261437",470,220,68,268,308,267,398,592,449,415,195,"ENSG00000261437","RP11-22C11.2"
"ENSG00000261441",4,4,11,13,14,26,13,30,20,25,16,"ENSG00000261441","RP11-217B1.2"
"ENSG00000261453",20,5,3,30,45,116,54,123,72,66,45,"ENSG00000261453","RP11-565N2.1"
"ENSG00000261455",608,270,257,346,220,192,283,677,365,255,383,"ENSG00000261455","LINC01003"
"ENSG00000261456",10,0,1,4,4,69,0,87,22,1,18,"ENSG00000261456","TUBB8"
"ENSG00000261465",15,13,2,25,40,21,52,44,51,80,33,"ENSG00000261465","RP11-626G11.5"
"ENSG00000261468",117,59,77,84,16,30,11,49,11,16,17,"ENSG00000261468","RP11-1024P17.1"
"ENSG00000261474",41,19,15,19,91,93,58,86,91,64,48,"ENSG00000261474","RP11-452L6.1"
"ENSG00000261485",214,129,84,104,239,131,212,272,344,172,150,"ENSG00000261485","PAN3-AS1"
"ENSG00000261488",382,228,30,239,266,150,384,608,523,295,151,"ENSG00000261488","RP11-757F18.5"
"ENSG00000261490",745,478,216,451,602,187,306,785,422,252,492,"ENSG00000261490","RP11-448G15.3"
"ENSG00000261502",64,11,0,10,4,2,27,30,42,15,25,"ENSG00000261502","RP11-96H17.1"
"ENSG00000261512",82,64,201,179,73,101,35,57,52,57,51,"ENSG00000261512","RP11-46D6.1"
"ENSG00000261520",193,41,11,42,167,217,38,324,606,59,481,"ENSG00000261520","DLGAP1-AS5"
"ENSG00000261526",155,55,100,94,146,110,112,193,165,99,196,"ENSG00000261526","CTB-31O20.2"
"ENSG00000261542",98,50,37,92,75,30,66,107,58,26,58,"ENSG00000261542","RP11-16E18.3"
"ENSG00000261553",29,26,118,38,11,25,10,23,15,5,5,"ENSG00000261553","RP11-29G8.3"
"ENSG00000261556",340,299,62,176,257,66,153,272,189,136,102,"ENSG00000261556","SMG1P7"
"ENSG00000261557",36,19,9,27,51,6,16,21,18,7,35,"ENSG00000261557","EEF1A1P38"
"ENSG00000261560",12,48,5,9,22,13,4,48,38,68,13,"ENSG00000261560","RP11-166B2.3"
"ENSG00000261572",254,70,47,151,241,318,385,645,220,320,179,"ENSG00000261572","RP11-384L8.1"
"ENSG00000261575",8,7,7,31,13,28,26,30,33,29,12,"ENSG00000261575","RP11-259G18.1"
"ENSG00000261578",129,127,9,46,141,28,83,153,65,70,25,"ENSG00000261578","RP11-21L23.2"
"ENSG00000261583",10,4,22,11,5,11,40,39,49,20,37,"ENSG00000261583","CTD-2385L22.1"
"ENSG00000261596",422,322,85,180,55,32,6,15,25,32,13,"ENSG00000261596","CTB-31N19.3"
"ENSG00000261609",4192,3846,3531,2658,1632,1449,1656,3889,2477,1293,964,"ENSG00000261609","GAN"
"ENSG00000261612",9,30,0,19,13,7,5,23,11,18,4,"ENSG00000261612","SUB1P3"
"ENSG00000261613",30,40,3,1,1,0,25,1,95,0,0,"ENSG00000261613","RP11-20I23.13"
"ENSG00000261618",97,80,62,156,60,37,65,169,106,41,90,"ENSG00000261618","RP11-79H23.3"
"ENSG00000261644",118,49,82,183,46,78,17,25,139,28,94,"ENSG00000261644","RP11-327F22.1"
"ENSG00000261652",313,292,40,203,214,101,235,574,505,472,286,"ENSG00000261652","C15orf65"
"ENSG00000261654",18,54,40,54,40,6,27,57,30,5,20,"ENSG00000261654","RP11-96K19.4"
"ENSG00000261659",71,28,7,35,72,42,119,80,99,189,59,"ENSG00000261659","LA16c-313D11.12"
"ENSG00000261663",11,17,9,14,24,14,17,23,18,30,13,"ENSG00000261663","RP11-304L19.11"
"ENSG00000261664",47,9,14,33,42,69,101,150,103,217,191,"ENSG00000261664","TTC39A-AS1"
"ENSG00000261668",33,27,0,12,70,10,44,79,48,54,30,"ENSG00000261668","RP11-50D9.3"
"ENSG00000261671",30,0,3,8,53,20,59,41,48,29,78,"ENSG00000261671","RP11-573G6.6"
"ENSG00000261701",16,47,0,22,16,0,1,3,0,3,5,"ENSG00000261701","HPR"
"ENSG00000261707",38,15,5,13,27,17,46,83,29,22,21,"ENSG00000261707","RP11-264M12.2"
"ENSG00000261716",371,325,124,184,891,233,411,384,294,394,163,"ENSG00000261716","RP11-196G18.22"
"ENSG00000261728",9,0,0,4,29,6,30,23,25,4,36,"ENSG00000261728","RP11-307O13.1"
"ENSG00000261729",4,7,9,0,9,11,11,17,24,6,2,"ENSG00000261729","GS1-204I12.4"
"ENSG00000261732",8,27,0,27,23,23,8,40,23,39,4,"ENSG00000261732","LA16c-431H6.6"
"ENSG00000261737",145,53,47,103,61,82,120,161,147,102,88,"ENSG00000261737","RP4-612B15.3"
"ENSG00000261739",16,20,1,7,20,0,3,4,12,0,9,"ENSG00000261739","GOLGA8S"
"ENSG00000261754",20,4,0,13,17,1,10,27,5,0,21,"ENSG00000261754","CTC-523E23.1"
"ENSG00000261760",16,7,0,16,28,13,38,42,55,39,30,"ENSG00000261760","RP11-1223D19.1"
"ENSG00000261762",28,18,7,25,4,8,6,20,6,1,2,"ENSG00000261762","RP11-650L12.2"
"ENSG00000261770",45,26,0,35,98,12,61,55,21,35,12,"ENSG00000261770","CTC-459F4.1"
"ENSG00000261773",17,17,25,4,11,31,8,57,11,12,6,"ENSG00000261773","WI2-89031B12.1"
"ENSG00000261777",32,21,5,15,41,26,49,81,69,105,58,"ENSG00000261777","RP11-529K1.2"
"ENSG00000261783",37,24,0,24,14,8,16,23,15,65,8,"ENSG00000261783","RP11-252K23.2"
"ENSG00000261787",53,12,5,13,33,16,117,218,64,20,60,"ENSG00000261787","TCF24"
"ENSG00000261790",26,10,11,44,32,95,33,117,67,36,44,"ENSG00000261790","AC005606.14"
"ENSG00000261794",27,22,24,32,74,50,16,37,37,32,40,"ENSG00000261794","GOLGA8H"
"ENSG00000261797",0,0,0,4,1,18,10,16,16,8,1,"ENSG00000261797","RP11-744I24.3"
"ENSG00000261799",720,294,131,375,489,201,390,1073,550,261,641,"ENSG00000261799","RP11-283I3.6"
"ENSG00000261801",288,123,99,159,361,351,163,285,206,269,179,"ENSG00000261801","LOXL1-AS1"
"ENSG00000261804",73,10,43,32,14,23,9,13,11,9,13,"ENSG00000261804","RP11-44F14.2"
"ENSG00000261817",0,3,22,4,15,43,4,26,10,26,13,"ENSG00000261817","RP11-502H18.2"
"ENSG00000261819",10,11,7,17,16,38,38,90,55,38,18,"ENSG00000261819","RP11-680G24.4"
"ENSG00000261824",1255,697,180,541,686,278,659,1678,887,701,745,"ENSG00000261824","LINC00662"
"ENSG00000261839",28,2,9,13,12,14,46,75,18,13,37,"ENSG00000261839","RP1-265C24.8"
"ENSG00000261840",95,36,19,34,84,99,32,111,58,82,55,"ENSG00000261840","RP11-146F11.1"
"ENSG00000261856",22,2,0,8,26,62,4,38,27,0,11,"ENSG00000261856","CTD-2135D7.4"
"ENSG00000261857",1,26,10,13,18,7,2,7,19,11,6,"ENSG00000261857","MIA"
"ENSG00000261863",26,9,0,11,29,9,60,125,54,32,46,"ENSG00000261863","RP11-141J13.5"
"ENSG00000261879",70,22,10,79,120,173,133,182,125,155,70,"ENSG00000261879","RP11-333E1.1"
"ENSG00000261884",68,65,40,98,67,122,35,86,206,58,63,"ENSG00000261884","CTC-479C5.12"
"ENSG00000261888",260,191,594,273,79,223,56,221,174,49,82,"ENSG00000261888","AC144831.1"
"ENSG00000261889",31,174,57,42,42,15,23,42,53,51,15,"ENSG00000261889","RP11-473M20.16"
"ENSG00000261971",131,89,302,615,85,208,70,107,145,84,90,"ENSG00000261971","MMP25-AS1"
"ENSG00000261996",25,5,13,29,7,10,13,49,18,1,41,"ENSG00000261996","CTC-281F24.1"
"ENSG00000261997",21,26,23,32,25,18,4,19,7,8,10,"ENSG00000261997","RP11-212I21.4"
"ENSG00000262001",242,384,625,1230,249,371,136,217,236,229,136,"ENSG00000262001","DLGAP1-AS2"
"ENSG00000262003",7,10,2,4,3,0,9,2,40,10,11,"ENSG00000262003","RP11-676J12.7"
"ENSG00000262089",104,69,273,134,40,88,33,60,70,27,28,"ENSG00000262089","RP11-589P10.5"
"ENSG00000262097",2486,350,221,1255,2588,2136,5715,3993,4004,2181,6109,"ENSG00000262097","CTD-2135D7.5"
"ENSG00000262136",1,5,0,5,11,19,5,21,23,42,21,"ENSG00000262136","CTD-2033A16.3"
"ENSG00000262152",14,14,0,18,12,17,15,9,29,46,2,"ENSG00000262152","LA16c-380H5.1"
"ENSG00000262155",174,65,26,140,160,93,372,659,366,79,206,"ENSG00000262155","RP11-266L9.5"
"ENSG00000262165",21,5,3,23,29,82,23,55,72,206,150,"ENSG00000262165","RP11-81A22.5"
"ENSG00000262179",7,1,0,5,0,15,3,9,23,21,15,"ENSG00000262179","RP1-302G2.5"
"ENSG00000262185",27,22,0,32,60,7,28,63,27,18,33,"ENSG00000262185","RP11-462G12.1"
"ENSG00000262198",59,8,11,29,10,16,6,42,23,0,47,"ENSG00000262198","RP11-124N19.3"
"ENSG00000262228",42,31,0,15,46,4,24,34,50,22,24,"ENSG00000262228","RP11-676J12.4"
"ENSG00000262246",654,464,667,1148,756,1894,995,2349,1431,1885,1144,"ENSG00000262246","CORO7"
"ENSG00000262296",12,47,0,5,59,17,3,26,35,51,16,"ENSG00000262296","RP11-55L4.1"
"ENSG00000262333",38,7,6,15,28,41,37,58,36,32,26,"ENSG00000262333","HNRNPA1P16"
"ENSG00000262370",86,41,169,319,4,90,23,61,72,24,14,"ENSG00000262370","RP11-473M20.9"
"ENSG00000262406",194,134,98,158,107,67,9,15,37,14,22,"ENSG00000262406","MMP12"
"ENSG00000262410",62,15,1,24,37,19,48,57,29,32,18,"ENSG00000262410","RP11-388C12.8"
"ENSG00000262420",14,16,13,8,15,8,3,5,2,0,0,"ENSG00000262420","RP11-490O6.2"
"ENSG00000262454",52,140,46,99,85,43,10,20,66,59,22,"ENSG00000262454","MIR193BHG"
"ENSG00000262468",117,115,42,158,275,310,160,322,341,430,178,"ENSG00000262468","LINC01569"
"ENSG00000262484",33,13,0,15,37,51,5,72,55,8,17,"ENSG00000262484","CCER2"
"ENSG00000262488",13,0,0,11,11,25,7,20,12,8,10,"ENSG00000262488","RP11-876N24.1"
"ENSG00000262519",20,40,21,36,31,15,23,31,18,56,14,"ENSG00000262519","TXNP4"
"ENSG00000262580",689,307,349,410,276,211,324,533,548,231,403,"ENSG00000262580","RP11-334C17.5"
"ENSG00000262583",50,28,7,56,36,65,30,78,68,49,23,"ENSG00000262583","RP11-77K12.5"
"ENSG00000262587",59,24,30,37,39,72,47,91,65,81,49,"ENSG00000262587","RP11-266L9.4"
"ENSG00000262619",26,3,0,21,0,45,3,36,7,28,9,"ENSG00000262619","LINC00621"
"ENSG00000262655",105,68,42,67,68,29,21,119,45,18,73,"ENSG00000262655","SPON1"
"ENSG00000262681",20,4,0,4,5,19,13,40,14,18,3,"ENSG00000262681","RP11-311F12.1"
"ENSG00000262686",19,4,0,4,39,72,10,38,39,88,36,"ENSG00000262686","GLIS2-AS1"
"ENSG00000262691",12,2,24,12,4,41,15,50,7,7,6,"ENSG00000262691","CTC-277H1.7"
"ENSG00000262703",265,25,263,111,4,7,1,7,0,0,7,"ENSG00000262703","RP11-485G7.6"
"ENSG00000262712",22,24,7,25,22,25,18,34,35,37,16,"ENSG00000262712","RP11-295D4.1"
"ENSG00000262714",229,36,52,43,71,139,44,102,42,79,53,"ENSG00000262714","RP11-44F14.8"
"ENSG00000262728",11,4,0,4,20,6,11,20,23,7,13,"ENSG00000262728","RP11-1000B6.8"
"ENSG00000262732",25,3,18,0,25,16,2,20,17,0,38,"ENSG00000262732","CTD-2135D7.2"
"ENSG00000262801",10,10,0,0,13,5,4,17,16,10,6,"ENSG00000262801","U91319.1"
"ENSG00000262814",723,586,198,704,638,628,316,824,823,1837,863,"ENSG00000262814","MRPL12"
"ENSG00000262823",18,22,7,53,23,72,11,23,20,122,19,"ENSG00000262823","RP13-580F15.2"
"ENSG00000262873",20,12,10,26,35,56,31,19,69,45,19,"ENSG00000262873","CTD-2561B21.11"
"ENSG00000262877",196,58,24,99,192,271,63,231,202,86,137,"ENSG00000262877","RP11-1055B8.4"
"ENSG00000262879",254,96,105,111,360,511,328,490,447,549,295,"ENSG00000262879","RP11-156P1.3"
"ENSG00000262898",17,19,56,29,6,8,1,4,0,9,2,"ENSG00000262898","AC139099.4"
"ENSG00000262902",1440,4322,212,1397,2171,363,920,925,1190,1283,340,"ENSG00000262902","MTCO1P40"
"ENSG00000262903",14,20,10,32,15,23,6,22,9,40,14,"ENSG00000262903","RP11-235E17.6"
"ENSG00000262904",26,9,0,9,12,9,25,67,35,11,8,"ENSG00000262904","TMPOP2"
"ENSG00000262919",1109,715,459,930,898,828,1036,1654,1247,1902,975,"ENSG00000262919","FAM58A"
"ENSG00000262943",190,179,85,155,246,253,113,553,401,203,249,"ENSG00000262943","ALOX12P2"
"ENSG00000262966",99,81,12,95,70,55,77,108,89,151,29,"ENSG00000262966","RP11-85B7.2"
"ENSG00000263001",302,178,160,393,229,127,89,233,139,98,232,"ENSG00000263001","GTF2I"
"ENSG00000263002",406,168,58,157,252,97,212,368,327,198,275,"ENSG00000263002","ZNF234"
"ENSG00000263004",169,105,87,197,324,478,329,501,406,713,303,"ENSG00000263004","RP11-166P13.3"
"ENSG00000263006",78,29,3,101,91,25,192,275,65,25,47,"ENSG00000263006","ROCK1P1"
"ENSG00000263011",196,52,8,211,630,1702,422,714,743,1797,348,"ENSG00000263011","RP11-473M20.11"
"ENSG00000263033",10,15,27,25,10,19,5,29,18,11,13,"ENSG00000263033","RP11-396B14.2"
"ENSG00000263063",14,0,0,9,16,20,28,26,23,9,19,"ENSG00000263063","RP11-388C12.1"
"ENSG00000263069",125,103,35,168,186,264,163,326,278,379,124,"ENSG00000263069","CTD-2047H16.4"
"ENSG00000263072",470,199,90,351,369,597,341,756,424,595,266,"ENSG00000263072","ZNF213-AS1"
"ENSG00000263105",23,13,0,20,24,50,15,53,46,57,18,"ENSG00000263105","RP11-95P2.3"
"ENSG00000263126",27,16,34,22,19,17,13,15,14,12,10,"ENSG00000263126","CTC-479C5.10"
"ENSG00000263155",242,697,790,547,137,71,87,151,97,53,29,"ENSG00000263155","MYZAP"
"ENSG00000263164",9,6,0,9,12,53,11,33,21,75,12,"ENSG00000263164","RP11-333E1.2"
"ENSG00000263235",162,80,17,70,57,103,61,230,146,45,21,"ENSG00000263235","RP11-461A8.4"
"ENSG00000263266",587,423,153,351,775,390,316,699,855,763,728,"ENSG00000263266","RPS7P1"
"ENSG00000263272",314,112,55,112,333,498,140,650,390,188,218,"ENSG00000263272","CTC-524C5.2"
"ENSG00000263280",29,7,0,15,43,94,26,68,57,74,27,"ENSG00000263280","LA16c-325D7.2"
"ENSG00000263293",0,0,10,0,9,16,9,20,0,0,1,"ENSG00000263293","THCAT158"
"ENSG00000263316",266,127,49,137,186,98,287,766,408,158,278,"ENSG00000263316","RP11-530N7.3"
"ENSG00000263327",152,109,26,91,124,81,24,90,88,133,78,"ENSG00000263327","TAPT1-AS1"
"ENSG00000263345",30,10,12,7,14,26,11,39,10,8,7,"ENSG00000263345","RP1-59D14.5"
"ENSG00000263368",19,5,16,19,12,97,26,109,60,79,64,"ENSG00000263368","RP11-720N19.1"
"ENSG00000263400",73,16,20,21,26,94,26,107,42,82,53,"ENSG00000263400","TMEM220-AS1"
"ENSG00000263412",71,21,0,26,117,26,139,169,181,93,76,"ENSG00000263412","RP5-890E16.2"
"ENSG00000263432",20,6,7,10,16,5,13,18,9,3,15,"ENSG00000263432","RN7SL689P"
"ENSG00000263450",170,17,7,85,278,178,794,366,828,623,860,"ENSG00000263450","RP11-680N20.1"
"ENSG00000263465",2774,1496,543,1857,2110,1191,2020,3759,2547,3019,2372,"ENSG00000263465","SRSF8"
"ENSG00000263508",16,15,3,4,9,9,1,8,13,17,1,"ENSG00000263508","RP11-963H4.3"
"ENSG00000263513",37,34,0,67,21,38,28,115,25,29,5,"ENSG00000263513","FAM72C"
"ENSG00000263528",618,629,441,1257,701,819,335,501,798,829,480,"ENSG00000263528","IKBKE"
"ENSG00000263531",29,41,8,13,66,18,33,31,30,80,12,"ENSG00000263531","RP13-753N3.1"
"ENSG00000263563",74,72,14,48,117,58,101,57,72,280,29,"ENSG00000263563","UBBP4"
"ENSG00000263611",25,0,0,16,43,24,31,58,134,29,204,"ENSG00000263611","RP11-612A1.1"
"ENSG00000263627",43,8,6,62,45,38,83,74,70,172,159,"ENSG00000263627","PPP4R1-AS1"
"ENSG00000263639",68884,85371,2552,84907,117548,9090,69889,37629,77053,115846,44695,"ENSG00000263639","MSMB"
"ENSG00000263680",20,2,0,31,42,43,80,31,59,23,13,"ENSG00000263680","RP11-57A1.1"
"ENSG00000263718",30,37,20,13,13,5,2,7,19,14,8,"ENSG00000263718","RP11-285E9.6"
"ENSG00000263731",131,75,20,93,109,58,129,247,179,117,117,"ENSG00000263731","RP11-498C9.15"
"ENSG00000263740",10,10,0,32,4,4,17,7,7,31,3,"ENSG00000263740","RN7SL4P"
"ENSG00000263745",64,123,17,46,58,31,60,84,149,112,39,"ENSG00000263745","RP11-161I6.2"
"ENSG00000263753",1880,720,495,884,1899,927,1036,2369,1629,1146,2128,"ENSG00000263753","LINC00667"
"ENSG00000263766",20,16,17,26,10,16,7,9,18,33,14,"ENSG00000263766","RP11-580I16.2"
"ENSG00000263781",5,24,0,8,14,4,5,9,19,13,3,"ENSG00000263781","RP11-321A17.3"
"ENSG00000263818",4,0,0,5,1,39,9,31,0,14,4,"ENSG00000263818","CTD-2206N4.4"
"ENSG00000263823",55,64,68,101,78,205,149,157,182,392,77,"ENSG00000263823","RP11-326K13.4"
"ENSG00000263826",38,21,39,40,32,60,38,72,71,32,31,"ENSG00000263826","RP11-573D15.9"
"ENSG00000263843",9,12,13,21,11,8,0,10,0,1,6,"ENSG00000263843","RP11-649A18.12"
"ENSG00000263874",143,190,179,150,78,116,37,270,123,70,84,"ENSG00000263874","LINC00672"
"ENSG00000263884",12,27,5,0,16,8,11,33,28,14,5,"ENSG00000263884","RP11-705O1.8"
"ENSG00000263893",109,46,16,75,77,82,82,173,165,82,74,"ENSG00000263893","CTD-3010D24.3"
"ENSG00000263934",651,513,119,742,178,186,612,1404,693,1170,684,"ENSG00000263934","SNORD3A"
"ENSG00000263956",1073,430,209,469,876,326,543,1399,1054,376,1071,"ENSG00000263956","NBPF11"
"ENSG00000264006",11,9,1,14,9,12,15,33,24,0,2,"ENSG00000264006","AKR1C8P"
"ENSG00000264017",17,15,14,54,3,3,2,0,3,0,0,"ENSG00000264017","RN7SL336P"
"ENSG00000264057",21,3,0,0,23,16,20,37,48,11,5,"ENSG00000264057","RP11-583F2.1"
"ENSG00000264070",11,4,0,37,6,9,7,18,15,32,32,"ENSG00000264070","DND1P1"
"ENSG00000264107",26,17,10,26,26,35,25,44,43,67,35,"ENSG00000264107","RP11-848P1.5"
"ENSG00000264112",843,373,222,569,1079,1277,481,1619,966,481,581,"ENSG00000264112","RP11-159D12.2"
"ENSG00000264148",35,21,19,20,25,35,60,95,86,71,47,"ENSG00000264148","RP11-848P1.7"
"ENSG00000264176",29,13,0,12,26,3,18,34,10,13,14,"ENSG00000264176","MAGOH2P"
"ENSG00000264204",20,25,20,105,7,19,58,158,4,11,3,"ENSG00000264204","AGAP7P"
"ENSG00000264229",19,19,8,19,7,3,7,10,14,8,5,"ENSG00000264229","RNU4ATAC"
"ENSG00000264230",551,806,285,369,860,449,33,61,605,98,177,"ENSG00000264230","ANXA8L1"
"ENSG00000264235",11,0,1,6,15,13,17,17,13,10,10,"ENSG00000264235","RP13-270P17.1"
"ENSG00000264247",772,526,250,597,690,362,525,1490,1067,451,856,"ENSG00000264247","LINC00909"
"ENSG00000264269",28,33,4,14,44,31,22,20,33,94,6,"ENSG00000264269","RP11-15F12.1"
"ENSG00000264278",19,29,36,16,22,28,9,22,30,121,60,"ENSG00000264278","RP11-162A12.2"
"ENSG00000264281",43,37,9,22,60,19,22,41,48,63,47,"ENSG00000264281","CTD-2031P19.4"
"ENSG00000264304",19,10,7,36,14,15,2,17,4,0,4,"ENSG00000264304","RP11-20B24.7"
"ENSG00000264350",318,147,77,142,170,116,146,361,213,267,252,"ENSG00000264350","SNRPGP2"
"ENSG00000264364",4281,2261,1569,3593,4028,5003,2942,4653,4411,6207,3163,"ENSG00000264364","DYNLL2"
"ENSG00000264449",75,8,7,59,84,91,203,229,316,259,410,"ENSG00000264449","RP11-945C19.4"
"ENSG00000264456",21,34,43,55,17,19,21,40,23,21,11,"ENSG00000264456","RP11-848P1.2"
"ENSG00000264458",8,0,0,4,18,26,23,22,32,88,33,"ENSG00000264458","RP11-220C2.1"
"ENSG00000264490",28,28,70,19,4,0,0,3,0,0,0,"ENSG00000264490","WI2-87327B8.1"
"ENSG00000264522",1593,1165,1428,1051,1340,1892,975,2070,2094,2188,1331,"ENSG00000264522","OTUD7B"
"ENSG00000264538",799,264,277,388,490,472,856,1271,919,306,455,"ENSG00000264538","SUZ12P1"
"ENSG00000264548",34,9,46,78,20,105,32,109,52,6,18,"ENSG00000264548","RP13-516M14.2"
"ENSG00000264569",12,2,0,3,6,13,20,30,14,11,4,"ENSG00000264569","RP13-650J16.1"
"ENSG00000264575",124,46,23,94,101,77,141,192,157,108,107,"ENSG00000264575","LINC00526"
"ENSG00000264577",24,44,30,29,33,22,12,38,11,29,9,"ENSG00000264577","AC010761.8"
"ENSG00000264644",58,95,13,53,93,30,58,83,112,161,62,"ENSG00000264644","KRT18P8"
"ENSG00000264659",16,13,10,51,5,4,3,1,0,2,0,"ENSG00000264659","CTD-2006K23.2"
"ENSG00000264660",31,25,0,8,11,27,6,8,23,69,2,"ENSG00000264660","RP11-381P6.1"
"ENSG00000264672",15,5,0,8,27,8,10,22,21,17,27,"ENSG00000264672","SEPT4-AS1"
"ENSG00000264707",17,0,7,4,4,7,25,7,24,21,9,"ENSG00000264707","L3MBTL4-AS1"
"ENSG00000264714",33,6,4,17,16,12,11,42,11,14,39,"ENSG00000264714","RP11-21G15.1"
"ENSG00000264727",99,3,7,23,45,52,40,238,39,15,316,"ENSG00000264727","RP11-680C21.1"
"ENSG00000264745",299,124,11,230,459,170,694,1384,951,785,968,"ENSG00000264745","TTC39C-AS1"
"ENSG00000264772",17,5,17,14,16,30,27,41,33,6,10,"ENSG00000264772","RP11-186B7.4"
"ENSG00000264785",27,2,16,16,4,37,7,27,17,0,10,"ENSG00000264785","RP11-311F12.2"
"ENSG00000264790",10,0,0,9,29,19,19,43,26,20,45,"ENSG00000264790","RP11-26N15.2"
"ENSG00000264859",28,34,5,21,48,14,6,23,25,23,26,"ENSG00000264859","DSG2-AS1"
"ENSG00000264920",339,227,152,289,315,584,375,730,582,973,327,"ENSG00000264920","RP11-6N17.4"
"ENSG00000264954",26,13,9,17,22,55,25,86,67,93,75,"ENSG00000264954","PRR29-AS1"
"ENSG00000264964",36,51,6,29,23,4,10,24,12,20,7,"ENSG00000264964","RP11-888D10.3"
"ENSG00000264968",8,0,0,0,16,10,7,17,21,15,35,"ENSG00000264968","RP11-387H17.4"
"ENSG00000265018",97,30,12,74,207,108,138,432,225,121,348,"ENSG00000265018","AGAP12P"
"ENSG00000265055",61,12,11,36,34,96,36,64,74,77,52,"ENSG00000265055","AC145343.2"
"ENSG00000265100",13,27,0,24,13,7,22,44,22,45,7,"ENSG00000265100","RP11-147L13.2"
"ENSG00000265142",43,74,38,27,37,13,7,54,24,15,23,"ENSG00000265142","MIR133A1HG"
"ENSG00000265148",91,20,35,58,80,162,108,216,102,78,84,"ENSG00000265148","TSPOAP1-AS1"
